OrderID,CustomerID,WarehouseID,PartnerID,RouteID,OrderDate,DispatchDate,ExpectedDeliveryDate,ActualDeliveryDate,DispatchDelay_hrs,Delay_Days,Is_Late,SLA_Breached,DeliveryStatus,DeliveryAttempts,PackageCategory,PackageWeight_kg,OrderValue_INR,VehicleType,TimeOfDispatch,WeatherCondition,DriverExperience_yrs,PaymentMode,IsReturnOrder,IsWeekendOrder,CustomerFeedbackScore,NDR_Raised,ShippingCost_INR,OrderPriority
ORD000116,CUST0233,WH004,DP007,RT011,04-01-2023,05-01-2023,09-01-2023,09-01-2023,27,0,0,0,Delivered,1,Clothing,1.02,1361.76,Truck,Morning,Rain,4,Prepaid,0,0,4.7,0,60.36,Standard
ORD000117,CUST0253,WH001,DP007,RT032,04-01-2023,05-01-2023,09-01-2023,09-01-2023,27,0,0,0,Delivered,1,Toys,1.29,1505.65,Bike,Morning,Clear,11,COD,0,0,3.3,0,92.27,Standard
ORD000118,CUST0443,WH010,DP001,RT024,04-01-2023,05-01-2023,09-01-2023,09-01-2023,42,0,0,0,Delivered,1,FMCG,2.55,188.97,Van,Night,Clear,1,Prepaid,0,0,4.1,0,237.13,Standard
ORD000119,CUST0224,WH011,DP004,RT053,04-01-2023,05-01-2023,10-01-2023,10-01-2023,32,0,0,0,Delivered,1,Furniture,25.92,34248.11,Bike,Afternoon,Clear,5,COD,0,0,3.4,0,2073.04,Standard
ORD000120,CUST0340,WH006,DP004,RT058,04-01-2023,04-01-2023,09-01-2023,09-01-2023,15,0,0,0,Delivered,1,FMCG,2.43,401.21,Bike,Evening,Clear,11,Prepaid,0,0,3.8,0,147.21,Same-Day
ORD000121,CUST0004,WH001,DP006,RT053,04-01-2023,04-01-2023,09-01-2023,08-01-2023,1,-1,0,0,Delivered,1,Clothing,0.96,517.34,Truck,Evening,Storm,14,Prepaid,0,0,4.7,0,59.28,Standard
ORD000122,CUST0353,WH008,DP002,RT031,04-01-2023,04-01-2023,09-01-2023,09-01-2023,16,0,0,0,Returned,1,Clothing,1.27,1234.53,Truck,Night,Clear,1,Prepaid,1,0,3,0,93.45,Express
ORD000123,CUST0112,WH002,DP001,RT040,04-01-2023,05-01-2023,09-01-2023,09-01-2023,44,0,0,0,Delivered,1,Electronics,5.36,9547.09,Van,Evening,Rain,11,Prepaid,0,0,4.9,0,276.52,Standard
ORD000124,CUST0193,WH011,DP002,RT041,04-01-2023,04-01-2023,08-01-2023,07-01-2023,5,-1,0,0,Delivered,1,Electronics,4.08,12097.16,Bike,Morning,Clear,2,Wallet,0,0,3.4,0,182.27,Standard
ORD000125,CUST0141,WH004,DP002,RT050,04-01-2023,04-01-2023,08-01-2023,08-01-2023,21,0,0,0,Delivered,1,Clothing,1.44,1191.65,Bike,Morning,Rain,14,Prepaid,0,0,4.9,0,107.49,Standard
ORD000126,CUST0323,WH011,DP002,RT008,04-01-2023,04-01-2023,09-01-2023,10-01-2023,1,1,1,1,Delivered,1,Electronics,2.71,5617.93,Van,Evening,Heatwave,3,Wallet,0,0,3,0,131.78,Standard
ORD000127,CUST0140,WH005,DP003,RT039,05-01-2023,06-01-2023,09-01-2023,09-01-2023,32,0,0,0,Delivered,1,Clothing,0.85,503.46,Van,Morning,Clear,3,Prepaid,0,0,3.5,0,121.1,Standard
ORD000128,CUST0349,WH007,DP005,RT008,05-01-2023,06-01-2023,11-01-2023,12-01-2023,30,1,1,1,Delivered,1,Electronics,2.59,19496.96,Van,Evening,Clear,15,Prepaid,0,0,1.4,0,219.96,Same-Day
ORD000129,CUST0439,WH010,DP001,RT047,05-01-2023,06-01-2023,11-01-2023,11-01-2023,30,0,0,0,Delivered,1,Clothing,1.3,1156.25,Van,Evening,Clear,13,COD,0,0,4,0,162.61,Express
ORD000130,CUST0445,WH001,DP003,RT031,05-01-2023,06-01-2023,11-01-2023,15-01-2023,38,4,1,1,Delivered,2,FMCG,3.06,288.68,Bike,Afternoon,Storm,5,COD,0,0,1.6,1,127.99,Standard
ORD000131,CUST0095,WH010,DP003,RT019,05-01-2023,06-01-2023,11-01-2023,11-01-2023,42,0,0,0,Delivered,1,Grocery,4.36,659.03,Bike,Afternoon,Clear,6,Prepaid,0,0,3.9,0,271.83,Standard
ORD000132,CUST0041,WH002,DP004,RT036,05-01-2023,05-01-2023,09-01-2023,09-01-2023,9,0,0,0,Delivered,1,Clothing,0.75,525.59,Bike,Morning,Clear,1,COD,0,0,4.6,0,110.7,Standard
ORD000133,CUST0420,WH004,DP002,RT039,05-01-2023,06-01-2023,09-01-2023,13-01-2023,29,4,1,1,Delivered,3,Electronics,5.17,17847.4,Bike,Night,Clear,2,Prepaid,0,0,1.5,1,391.06,Express
ORD000134,CUST0002,WH006,DP002,RT032,05-01-2023,06-01-2023,10-01-2023,10-01-2023,30,0,0,0,Delivered,1,Clothing,0.87,838.34,Bike,Afternoon,Fog,14,COD,0,0,4.3,0,94.2,Express
ORD000135,CUST0278,WH012,DP003,RT021,05-01-2023,06-01-2023,11-01-2023,14-01-2023,32,3,1,1,Delivered,1,Beauty,0.99,1056.87,Bike,Evening,Rain,10,COD,0,0,1.4,1,107.07,Standard
ORD000136,CUST0150,WH001,DP005,RT023,05-01-2023,05-01-2023,09-01-2023,09-01-2023,9,0,0,0,Delivered,1,Clothing,0.74,1466.3,Van,Morning,Rain,15,COD,0,0,4,0,88.71,Standard
ORD000137,CUST0041,WH007,DP001,RT054,05-01-2023,06-01-2023,11-01-2023,10-01-2023,47,-1,0,0,Delivered,1,Clothing,0.75,1477.05,Truck,Afternoon,Clear,11,Prepaid,0,0,4.4,0,141.64,Express
ORD000138,CUST0351,WH008,DP002,RT036,05-01-2023,05-01-2023,09-01-2023,12-01-2023,17,3,1,1,Delivered,2,Appliances,12.3,4651.4,Van,Evening,Heatwave,3,Prepaid,0,0,2.4,1,862.84,Standard
ORD000139,CUST0116,WH004,DP006,RT015,05-01-2023,06-01-2023,11-01-2023,11-01-2023,34,0,0,0,Delivered,1,Clothing,1.01,1433.77,Truck,Afternoon,Clear,10,Prepaid,0,0,3.2,0,108.02,Standard
ORD000140,CUST0120,WH004,DP003,RT002,05-01-2023,05-01-2023,07-01-2023,07-01-2023,6,0,0,0,Delivered,1,Grocery,3.57,416.23,Van,Afternoon,Clear,9,Prepaid,0,0,4.5,0,321.11,Express
ORD000141,CUST0237,WH006,DP008,RT012,05-01-2023,06-01-2023,10-01-2023,12-01-2023,24,2,1,1,Returned,2,Beauty,0.65,609.62,Van,Afternoon,Clear,8,COD,1,0,2.6,0,99.42,Standard
ORD000142,CUST0270,WH002,DP006,RT038,05-01-2023,06-01-2023,11-01-2023,10-01-2023,37,-1,0,0,Delivered,1,Sports,4.04,751.18,Bike,Night,Rain,11,COD,0,0,4,0,190.54,Standard
ORD000143,CUST0349,WH006,DP002,RT006,05-01-2023,06-01-2023,11-01-2023,10-01-2023,24,-1,0,0,Delivered,1,Books,0.54,626.92,Van,Evening,Clear,12,Prepaid,0,0,4.6,0,53.51,Standard
ORD000144,CUST0291,WH010,DP005,RT046,05-01-2023,05-01-2023,10-01-2023,09-01-2023,9,-1,0,0,Delivered,1,Clothing,0.87,1072.94,Van,Afternoon,Clear,8,Prepaid,0,0,3.5,0,117.53,Standard
ORD000145,CUST0434,WH011,DP002,RT038,05-01-2023,05-01-2023,10-01-2023,13-01-2023,5,3,1,1,Delivered,3,Sports,2.09,2464.89,Van,Evening,Clear,7,Prepaid,0,0,1.6,1,131.09,Standard
ORD000146,CUST0009,WH005,DP002,RT001,05-01-2023,06-01-2023,08-01-2023,18-01-2023,47,10,1,1,Delivered,1,Clothing,1.02,1435.51,Truck,Afternoon,Clear,13,Wallet,0,0,1.2,1,104.53,Standard
ORD000147,CUST0239,WH008,DP007,RT038,05-01-2023,06-01-2023,11-01-2023,17-01-2023,47,6,1,1,Delivered,1,FMCG,3.43,406.9,Truck,Afternoon,Fog,5,COD,0,0,2.2,1,224.71,Express
ORD000148,CUST0118,WH001,DP003,RT050,05-01-2023,06-01-2023,10-01-2023,12-01-2023,44,2,1,1,Delivered,1,Electronics,6.14,10518.95,Van,Afternoon,Clear,10,COD,0,0,1.6,0,306.68,Standard
ORD000149,CUST0352,WH007,DP002,RT026,05-01-2023,06-01-2023,08-01-2023,08-01-2023,36,0,0,0,Delivered,1,Clothing,1.44,1066.94,Truck,Morning,Clear,13,Prepaid,0,0,4.9,0,141.84,Standard
ORD000150,CUST0315,WH014,DP008,RT053,05-01-2023,06-01-2023,11-01-2023,12-01-2023,41,1,1,1,Delivered,2,FMCG,2.44,550.45,Van,Morning,Clear,9,Prepaid,1,0,1.9,0,269.97,Standard
ORD000151,CUST0312,WH004,DP001,RT048,05-01-2023,06-01-2023,09-01-2023,08-01-2023,34,-1,0,0,Delivered,1,FMCG,3.1,417.15,Bike,Afternoon,Clear,13,Prepaid,0,0,4.2,0,152.81,Express
ORD000152,CUST0475,WH007,DP003,RT023,05-01-2023,05-01-2023,09-01-2023,09-01-2023,13,0,0,0,Delivered,1,Clothing,1.05,1403.19,Van,Evening,Clear,1,Prepaid,0,0,4.4,0,113,Standard
ORD000153,CUST0010,WH010,DP001,RT058,05-01-2023,06-01-2023,11-01-2023,11-01-2023,26,0,0,0,Delivered,1,FMCG,2.61,181.3,Truck,Afternoon,Clear,10,Prepaid,0,0,4.2,0,281.17,Express
ORD000154,CUST0025,WH008,DP003,RT001,05-01-2023,05-01-2023,07-01-2023,07-01-2023,9,0,0,0,Delivered,2,Toys,1.9,1610.24,Van,Evening,Storm,1,COD,0,0,1.3,1,169.87,Same-Day
ORD000155,CUST0497,WH005,DP003,RT021,06-01-2023,07-01-2023,12-01-2023,12-01-2023,36,0,0,0,Delivered,1,FMCG,3.24,274.77,Truck,Morning,Clear,8,Prepaid,1,0,4.9,0,273.1,Express
ORD000156,CUST0173,WH002,DP005,RT057,06-01-2023,07-01-2023,12-01-2023,12-01-2023,40,0,0,0,Delivered,1,FMCG,1.44,447.2,Bike,Morning,Clear,10,Prepaid,0,0,3.8,0,165.18,Standard
ORD000157,CUST0225,WH006,DP008,RT019,06-01-2023,07-01-2023,12-01-2023,12-01-2023,32,0,0,0,Delivered,1,Sports,4.34,2643.58,Bike,Afternoon,Clear,9,Wallet,0,0,5,0,213.26,Standard
ORD000158,CUST0011,WH004,DP003,RT029,06-01-2023,06-01-2023,10-01-2023,10-01-2023,20,0,0,0,Delivered,1,Beauty,0.96,579.61,Bike,Evening,Clear,4,COD,0,0,5,0,105.16,Standard
ORD000159,CUST0101,WH009,DP002,RT050,06-01-2023,06-01-2023,11-01-2023,NULL,3.7,NULL,1,1,Failed,2,FMCG,2.99,689.81,Van,Evening,Storm,2,COD,0,0,NULL,1,258.42,Standard
ORD000160,CUST0265,WH006,DP007,RT026,06-01-2023,07-01-2023,09-01-2023,10-01-2023,27,1,1,1,Delivered,1,Grocery,4.91,560.55,Bike,Afternoon,Rain,2,Wallet,0,0,3.3,0,336.22,Express
ORD000161,CUST0391,WH011,DP004,RT034,06-01-2023,06-01-2023,10-01-2023,10-01-2023,20,0,0,0,Delivered,1,Clothing,1.03,1143.3,Truck,Evening,Rain,6,COD,0,0,3.8,0,99.86,Standard
ORD000162,CUST0327,WH003,DP004,RT051,06-01-2023,06-01-2023,10-01-2023,11-01-2023,0,1,1,1,Delivered,1,Clothing,1.24,1167.22,Van,Evening,Rain,11,Prepaid,0,0,2.1,0,140.75,Same-Day
ORD000163,CUST0418,WH005,DP002,RT017,06-01-2023,06-01-2023,11-01-2023,11-01-2023,9,0,0,0,Delivered,1,Sports,3.4,1225.95,Bike,Evening,Clear,9,Prepaid,0,0,4.9,0,167.4,Standard
ORD000164,CUST0083,WH007,DP001,RT018,06-01-2023,07-01-2023,12-01-2023,12-01-2023,35,0,0,0,Delivered,1,Electronics,4.54,18410.52,Bike,Night,Clear,2,COD,0,0,3.7,0,296.28,Express
ORD000165,CUST0276,WH002,DP003,RT054,06-01-2023,06-01-2023,11-01-2023,11-01-2023,0,0,0,0,Delivered,1,Appliances,6.53,4495.33,Van,Afternoon,Fog,9,COD,0,0,4,0,483.89,Standard
ORD000166,CUST0370,WH007,DP003,RT032,06-01-2023,06-01-2023,10-01-2023,10-01-2023,6,0,0,0,Delivered,1,FMCG,3.26,504.04,Truck,Afternoon,Clear,2,Wallet,0,0,3.3,0,247.09,Standard
ORD000167,CUST0490,WH004,DP001,RT056,06-01-2023,06-01-2023,11-01-2023,11-01-2023,19,0,0,0,Delivered,1,Sports,4.18,2829.62,Bike,Evening,Clear,6,Prepaid,0,0,4.3,0,326.26,Standard
ORD000168,CUST0345,WH003,DP001,RT004,06-01-2023,06-01-2023,08-01-2023,08-01-2023,21,0,0,0,Delivered,1,Furniture,31.83,8429.8,Van,Night,Heatwave,9,Prepaid,0,0,4.2,0,1160.48,Standard
ORD000169,CUST0261,WH002,DP002,RT030,06-01-2023,07-01-2023,11-01-2023,10-01-2023,33,-1,0,0,Delivered,1,Electronics,2.91,12500.02,Bike,Evening,Rain,10,COD,0,0,3.5,0,226.84,Standard
ORD000170,CUST0368,WH004,DP001,RT031,06-01-2023,06-01-2023,11-01-2023,11-01-2023,6,0,0,0,Returned,1,Sports,2.55,1191.45,Bike,Morning,Rain,12,COD,1,0,2.9,0,150.62,Standard
ORD000171,CUST0221,WH013,DP001,RT018,06-01-2023,07-01-2023,12-01-2023,12-01-2023,30,0,0,0,Delivered,1,Toys,1.74,707.93,Van,Afternoon,Clear,14,Prepaid,0,0,4.9,0,193.25,Standard
ORD000172,CUST0311,WH001,DP003,RT005,06-01-2023,06-01-2023,09-01-2023,09-01-2023,21,0,0,0,Delivered,1,Grocery,4.92,387.01,Truck,Evening,Clear,7,Wallet,0,0,4.4,0,411.72,Standard
ORD000173,CUST0219,WH011,DP006,RT032,06-01-2023,06-01-2023,10-01-2023,14-01-2023,22,4,1,1,Delivered,1,FMCG,3.05,691.61,Truck,Morning,Rain,3,COD,0,0,2.8,1,307.43,Standard
ORD000174,CUST0089,WH005,DP005,RT029,06-01-2023,07-01-2023,11-01-2023,11-01-2023,36,0,0,0,Delivered,1,FMCG,2.4,405.31,Van,Afternoon,Clear,11,Prepaid,0,0,3.2,0,227.23,Standard
ORD000175,CUST0485,WH007,DP005,RT012,06-01-2023,07-01-2023,11-01-2023,NULL,34,NULL,1,1,Failed,2,Beauty,0.9,485.9,Bike,Night,Clear,7,COD,0,0,NULL,1,136.48,Standard
ORD000176,CUST0015,WH007,DP002,RT015,06-01-2023,07-01-2023,12-01-2023,13-01-2023,44,1,1,1,Delivered,1,Clothing,0.62,1413.07,Van,Morning,Storm,8,COD,0,0,2,0,111.38,Same-Day
ORD000177,CUST0246,WH013,DP001,RT015,06-01-2023,07-01-2023,12-01-2023,12-01-2023,30,0,0,0,Delivered,1,Clothing,1.14,685.94,Van,Evening,Clear,13,COD,0,0,3.3,0,131.23,Same-Day
ORD000178,CUST0176,WH010,DP003,RT035,06-01-2023,07-01-2023,12-01-2023,12-01-2023,34,0,0,0,Delivered,1,Electronics,2.48,15575.47,Bike,Morning,Clear,12,Prepaid,0,0,4.2,0,133.37,Standard
ORD000179,CUST0004,WH014,DP003,RT053,06-01-2023,07-01-2023,12-01-2023,12-01-2023,34,0,0,0,Delivered,1,Grocery,2.26,629.74,Van,Afternoon,Clear,1,Prepaid,1,0,4.9,0,98.96,Express
ORD000180,CUST0334,WH010,DP007,RT035,06-01-2023,07-01-2023,12-01-2023,14-01-2023,41,2,1,1,Delivered,2,Clothing,1.23,1115,Bike,Night,Clear,12,Prepaid,0,0,2.2,0,150.6,Standard
ORD000181,CUST0376,WH004,DP001,RT043,06-01-2023,06-01-2023,10-01-2023,10-01-2023,1,0,0,0,Delivered,1,Toys,1.47,692.28,Truck,Afternoon,Rain,9,Prepaid,0,0,4.1,0,128,Standard
ORD000182,CUST0369,WH014,DP006,RT052,06-01-2023,07-01-2023,12-01-2023,14-01-2023,47,2,1,1,Delivered,2,FMCG,1.53,557.12,Bike,Night,Clear,10,COD,0,0,1.9,0,188.72,Same-Day
ORD000183,CUST0465,WH014,DP003,RT053,07-01-2023,07-01-2023,13-01-2023,13-01-2023,1.4,0,0,0,Delivered,1,Clothing,0.98,1386.99,Van,Afternoon,Clear,3,Prepaid,0,1,4.1,0,86.87,Same-Day
ORD000184,CUST0021,WH002,DP006,RT014,07-01-2023,07-01-2023,12-01-2023,12-01-2023,3,0,0,0,Delivered,1,Appliances,5.38,4210.86,Bike,Afternoon,Clear,13,Wallet,0,1,3.4,0,242.12,Standard
ORD000185,CUST0208,WH012,DP003,RT039,07-01-2023,10-01-2023,13-01-2023,13-01-2023,89,0,0,0,Delivered,1,FMCG,2.16,345.92,Van,Evening,Clear,12,COD,0,1,3.1,0,217.67,Same-Day
ORD000186,CUST0474,WH008,DP006,RT018,07-01-2023,07-01-2023,12-01-2023,13-01-2023,6,1,1,1,Returned,1,Furniture,15.72,36678.13,Van,Afternoon,Storm,11,COD,1,1,1.6,0,1271.16,Express
ORD000187,CUST0137,WH013,DP003,RT038,07-01-2023,08-01-2023,13-01-2023,14-01-2023,33,1,1,1,Delivered,2,Clothing,0.75,570.24,Van,Morning,Rain,6,Prepaid,0,1,3,0,100.62,Standard
ORD000188,CUST0322,WH012,DP003,RT022,07-01-2023,10-01-2023,15-01-2023,17-01-2023,84,2,1,1,Delivered,1,Clothing,0.73,371.47,Bike,Morning,Clear,12,Prepaid,0,1,2.3,0,60.44,Standard
ORD000189,CUST0363,WH012,DP008,RT038,07-01-2023,09-01-2023,14-01-2023,14-01-2023,64,0,0,0,Delivered,1,Toys,1.33,488.09,Truck,Morning,Clear,3,COD,0,1,3.2,0,120.11,Standard
ORD000190,CUST0463,WH012,DP003,RT055,07-01-2023,10-01-2023,15-01-2023,20-01-2023,81,5,1,1,Delivered,2,Clothing,0.65,630.36,Van,Evening,Rain,11,Prepaid,0,1,3.3,1,136.2,Same-Day
ORD000191,CUST0419,WH001,DP006,RT011,07-01-2023,08-01-2023,12-01-2023,12-01-2023,29,0,0,0,Delivered,1,FMCG,2.56,446.92,Truck,Afternoon,Clear,11,COD,0,1,4.4,0,205.67,Standard
ORD000192,CUST0216,WH002,DP001,RT003,07-01-2023,08-01-2023,11-01-2023,13-01-2023,43,2,1,1,Returned,1,Electronics,4.02,8301.24,Bike,Evening,Clear,12,COD,1,1,1.1,0,203.12,Standard
ORD000193,CUST0368,WH001,DP001,RT061,07-01-2023,08-01-2023,12-01-2023,12-01-2023,26,0,0,0,Delivered,1,Beauty,0.97,530.9,Bike,Afternoon,Clear,9,COD,0,1,3.3,0,90.67,Standard
ORD000194,CUST0117,WH001,DP003,RT053,07-01-2023,08-01-2023,13-01-2023,13-01-2023,46,0,0,0,Delivered,1,Sports,4.02,2595.42,Truck,Afternoon,Storm,13,Prepaid,0,1,4.9,0,241.38,Express
ORD000195,CUST0179,WH004,DP004,RT014,07-01-2023,07-01-2023,12-01-2023,17-01-2023,20,5,1,1,Returned,2,Toys,1.93,1627.1,Van,Afternoon,Clear,6,COD,1,1,2.3,1,195.3,Standard
ORD000196,CUST0246,WH009,DP004,RT044,07-01-2023,07-01-2023,11-01-2023,13-01-2023,13,2,1,1,Delivered,3,Electronics,4.26,8973.54,Van,Morning,Storm,11,COD,0,1,1.2,1,245.39,Same-Day
ORD000197,CUST0128,WH004,DP001,RT025,07-01-2023,08-01-2023,10-01-2023,09-01-2023,34,-1,0,0,Delivered,1,FMCG,2.04,356.93,Van,Evening,Clear,4,Prepaid,0,1,3.8,0,150.58,Express
ORD000198,CUST0358,WH009,DP005,RT014,07-01-2023,09-01-2023,14-01-2023,NULL,51,NULL,1,1,Failed,3,Electronics,4.05,19514.77,Van,Afternoon,Clear,1,Prepaid,0,1,NULL,1,279.47,Standard
ORD000199,CUST0078,WH010,DP001,RT047,07-01-2023,07-01-2023,13-01-2023,13-01-2023,0.7,0,0,0,Delivered,1,Clothing,1.16,1440.19,Bike,Morning,Rain,8,Prepaid,0,1,4.4,0,178.48,Standard
ORD000200,CUST0229,WH008,DP008,RT031,07-01-2023,07-01-2023,12-01-2023,NULL,9,NULL,1,1,Failed,2,Clothing,1.03,1467.72,Truck,Afternoon,Clear,7,COD,1,1,NULL,1,129.32,Same-Day
ORD000201,CUST0293,WH006,DP002,RT025,07-01-2023,07-01-2023,10-01-2023,09-01-2023,2.1,-1,0,0,Delivered,1,Appliances,9.71,14270.4,Van,Morning,Clear,3,Prepaid,0,1,3.8,0,710.65,Standard
ORD000202,CUST0262,WH004,DP002,RT055,07-01-2023,08-01-2023,13-01-2023,NULL,31,NULL,1,1,Failed,2,Grocery,4.39,702.47,Van,Morning,Clear,9,Prepaid,0,1,NULL,1,241.29,Express
ORD000203,CUST0082,WH002,DP002,RT041,07-01-2023,07-01-2023,11-01-2023,10-01-2023,15,-1,0,0,Returned,1,Books,0.86,390.83,Truck,Night,Clear,1,COD,1,1,3.6,0,123.59,Standard
ORD000204,CUST0342,WH006,DP007,RT019,07-01-2023,08-01-2023,13-01-2023,13-01-2023,39,0,0,0,Delivered,1,FMCG,3.48,731.7,Van,Morning,Storm,7,Prepaid,0,1,4.7,0,233.14,Standard
ORD000205,CUST0338,WH009,DP003,RT012,07-01-2023,07-01-2023,13-01-2023,17-01-2023,1.3,4,1,1,Delivered,1,FMCG,3.25,595.69,Truck,Evening,Clear,10,Prepaid,0,1,2,1,180.1,Standard
ORD000206,CUST0307,WH007,DP003,RT007,07-01-2023,08-01-2023,13-01-2023,13-01-2023,30,0,0,0,Delivered,1,Electronics,2.7,15379.94,Truck,Evening,Clear,10,Wallet,0,1,4.9,0,165.2,Standard
ORD000207,CUST0066,WH009,DP004,RT049,07-01-2023,08-01-2023,10-01-2023,13-01-2023,36,3,1,1,Delivered,1,Toys,2.13,1676.19,Truck,Afternoon,Rain,14,Prepaid,0,1,2.1,0,156.22,Same-Day
ORD000208,CUST0096,WH004,DP007,RT014,07-01-2023,08-01-2023,13-01-2023,14-01-2023,26,1,1,1,Delivered,1,Sports,3.68,2036.32,Van,Morning,Clear,6,Prepaid,0,1,2.6,0,239.99,Express
ORD000209,CUST0145,WH001,DP002,RT029,07-01-2023,07-01-2023,11-01-2023,18-01-2023,3,7,1,1,Delivered,1,Books,0.73,583.28,Bike,Morning,Storm,15,Wallet,0,1,2.4,1,118.91,Standard
ORD000210,CUST0065,WH010,DP002,RT047,07-01-2023,08-01-2023,13-01-2023,13-01-2023,36,0,0,0,Delivered,1,Toys,0.87,978.13,Bike,Morning,Clear,8,Wallet,0,1,3.3,0,131.5,Standard
ORD000211,CUST0009,WH003,DP004,RT014,07-01-2023,07-01-2023,12-01-2023,14-01-2023,8,2,1,1,Delivered,2,Appliances,8.59,4808.85,Van,Night,Clear,13,COD,0,1,1.2,0,567.88,Express
ORD000212,CUST0397,WH008,DP003,RT023,07-01-2023,07-01-2023,11-01-2023,11-01-2023,6,0,0,0,Delivered,1,FMCG,2.78,413.12,Bike,Morning,Clear,12,COD,0,1,4.8,0,204.56,Standard
ORD000213,CUST0484,WH010,DP001,RT051,07-01-2023,08-01-2023,12-01-2023,12-01-2023,46,0,0,0,Delivered,1,FMCG,2.01,460.42,Van,Morning,Clear,9,COD,1,1,3.8,0,133.37,Standard
ORD000214,CUST0357,WH002,DP003,RT051,08-01-2023,09-01-2023,13-01-2023,12-01-2023,35,-1,0,0,Delivered,1,Grocery,2.37,902.25,Van,Morning,Clear,9,COD,0,1,4,0,191.26,Standard
ORD000215,CUST0186,WH007,DP004,RT014,08-01-2023,08-01-2023,13-01-2023,14-01-2023,12,1,1,1,Delivered,1,Books,0.64,456.12,Truck,Evening,Clear,4,Prepaid,1,1,1.1,0,72.27,Same-Day
ORD000216,CUST0158,WH009,DP005,RT023,08-01-2023,08-01-2023,12-01-2023,13-01-2023,8,1,1,1,Delivered,2,Beauty,0.71,1133.02,Bike,Evening,Clear,15,Prepaid,0,1,3.2,0,127.63,Standard
ORD000217,CUST0031,WH010,DP008,RT008,08-01-2023,08-01-2023,13-01-2023,14-01-2023,8,1,1,1,Delivered,1,Clothing,0.6,681.02,Bike,Evening,Rain,14,Prepaid,0,1,1.1,0,92.4,Standard
ORD000218,CUST0151,WH002,DP003,RT013,08-01-2023,08-01-2023,12-01-2023,12-01-2023,18,0,0,0,Delivered,1,Clothing,1.02,1433.61,Bike,Afternoon,Storm,3,Prepaid,0,1,3.3,0,125.39,Standard
ORD000219,CUST0319,WH010,DP003,RT036,08-01-2023,09-01-2023,13-01-2023,13-01-2023,35,0,0,0,Delivered,1,FMCG,1.64,173.36,Bike,Evening,Fog,4,Prepaid,0,1,4.4,0,103.59,Same-Day
ORD000220,CUST0242,WH001,DP001,RT044,08-01-2023,08-01-2023,12-01-2023,12-01-2023,6,0,0,0,Delivered,1,Clothing,0.93,930.4,Truck,Evening,Clear,14,Prepaid,0,1,3.1,0,136.09,Standard
ORD000221,CUST0156,WH007,DP006,RT001,08-01-2023,09-01-2023,11-01-2023,10-01-2023,24,-1,0,0,Delivered,1,Appliances,6.98,6859.1,Bike,Night,Clear,6,Prepaid,0,1,4.8,0,385.05,Standard
ORD000222,CUST0059,WH006,DP001,RT037,08-01-2023,09-01-2023,12-01-2023,12-01-2023,41,0,0,0,Delivered,1,FMCG,3.54,326.65,Van,Afternoon,Heatwave,13,Prepaid,1,1,4.6,0,302.41,Standard
ORD000223,CUST0010,WH003,DP007,RT026,08-01-2023,09-01-2023,11-01-2023,12-01-2023,36,1,1,1,Delivered,1,Grocery,9.3,263.51,Bike,Morning,Heatwave,5,COD,0,1,1.7,0,236.72,Standard
ORD000224,CUST0345,WH004,DP002,RT004,08-01-2023,09-01-2023,11-01-2023,13-01-2023,26,2,1,1,Delivered,1,Clothing,1.05,1117.55,Bike,Morning,Clear,8,Prepaid,0,1,1.7,0,107.02,Standard
ORD000225,CUST0124,WH002,DP002,RT016,08-01-2023,09-01-2023,13-01-2023,12-01-2023,40,-1,0,0,Returned,1,Electronics,3.03,10280.78,Bike,Afternoon,Rain,5,Wallet,1,1,3.3,0,178.04,Express
ORD000226,CUST0356,WH005,DP002,RT025,08-01-2023,09-01-2023,11-01-2023,14-01-2023,42,3,1,1,Delivered,2,Electronics,3.68,19184.85,Bike,Night,Clear,4,Prepaid,0,1,3.2,1,174.08,Standard
ORD000227,CUST0346,WH001,DP008,RT019,08-01-2023,09-01-2023,14-01-2023,17-01-2023,40,3,1,1,Delivered,2,Clothing,0.72,1154.91,Bike,Evening,Clear,12,Prepaid,0,1,2.3,1,105.27,Express
ORD000228,CUST0282,WH012,DP008,RT020,08-01-2023,08-01-2023,13-01-2023,15-01-2023,23,2,1,1,Delivered,1,Books,0.9,485.02,Bike,Evening,Heatwave,2,Prepaid,0,1,1.4,0,108.54,Same-Day
ORD000229,CUST0237,WH002,DP008,RT026,08-01-2023,09-01-2023,11-01-2023,12-01-2023,31,1,1,1,Returned,1,Clothing,0.59,1052.76,Truck,Afternoon,Clear,3,Prepaid,1,1,1.6,0,104.66,Standard
ORD000230,CUST0333,WH012,DP005,RT051,08-01-2023,08-01-2023,15-01-2023,15-01-2023,2,0,0,0,Returned,1,FMCG,2.59,189.6,Bike,Morning,Clear,2,Prepaid,1,1,3.4,0,189.67,Standard
ORD000231,CUST0017,WH011,DP001,RT032,08-01-2023,08-01-2023,12-01-2023,11-01-2023,19,-1,0,0,Delivered,1,Toys,1.64,1342.62,Bike,Morning,Clear,5,COD,0,1,4.5,0,75.34,Same-Day
ORD000232,CUST0424,WH006,DP003,RT003,08-01-2023,09-01-2023,12-01-2023,12-01-2023,47,0,0,0,Delivered,1,Electronics,5.42,14658.4,Bike,Morning,Clear,8,Wallet,0,1,4.1,0,428.05,Same-Day
